font,fontVariant,m_label,strength,italic,orientation,m_top,m_left,originalH,originalW,h,w,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r0c7,r0c8,r0c9,r0c10,r0c11,r0c12,r0c13,r0c14,r0c15,r0c16,r0c17,r0c18,r0c19,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r1c7,r1c8,r1c9,r1c10,r1c11,r1c12,r1c13,r1c14,r1c15,r1c16,r1c17,r1c18,r1c19,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r2c7,r2c8,r2c9,r2c10,r2c11,r2c12,r2c13,r2c14,r2c15,r2c16,r2c17,r2c18,r2c19,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r3c7,r3c8,r3c9,r3c10,r3c11,r3c12,r3c13,r3c14,r3c15,r3c16,r3c17,r3c18,r3c19,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r4c7,r4c8,r4c9,r4c10,r4c11,r4c12,r4c13,r4c14,r4c15,r4c16,r4c17,r4c18,r4c19,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,r5c7,r5c8,r5c9,r5c10,r5c11,r5c12,r5c13,r5c14,r5c15,r5c16,r5c17,r5c18,r5c19,r6c0,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6,r6c7,r6c8,r6c9,r6c10,r6c11,r6c12,r6c13,r6c14,r6c15,r6c16,r6c17,r6c18,r6c19,r7c0,r7c1,r7c2,r7c3,r7c4,r7c5,r7c6,r7c7,r7c8,r7c9,r7c10,r7c11,r7c12,r7c13,r7c14,r7c15,r7c16,r7c17,r7c18,r7c19,r8c0,r8c1,r8c2,r8c3,r8c4,r8c5,r8c6,r8c7,r8c8,r8c9,r8c10,r8c11,r8c12,r8c13,r8c14,r8c15,r8c16,r8c17,r8c18,r8c19,r9c0,r9c1,r9c2,r9c3,r9c4,r9c5,r9c6,r9c7,r9c8,r9c9,r9c10,r9c11,r9c12,r9c13,r9c14,r9c15,r9c16,r9c17,r9c18,r9c19,r10c0,r10c1,r10c2,r10c3,r10c4,r10c5,r10c6,r10c7,r10c8,r10c9,r10c10,r10c11,r10c12,r10c13,r10c14,r10c15,r10c16,r10c17,r10c18,r10c19,r11c0,r11c1,r11c2,r11c3,r11c4,r11c5,r11c6,r11c7,r11c8,r11c9,r11c10,r11c11,r11c12,r11c13,r11c14,r11c15,r11c16,r11c17,r11c18,r11c19,r12c0,r12c1,r12c2,r12c3,r12c4,r12c5,r12c6,r12c7,r12c8,r12c9,r12c10,r12c11,r12c12,r12c13,r12c14,r12c15,r12c16,r12c17,r12c18,r12c19,r13c0,r13c1,r13c2,r13c3,r13c4,r13c5,r13c6,r13c7,r13c8,r13c9,r13c10,r13c11,r13c12,r13c13,r13c14,r13c15,r13c16,r13c17,r13c18,r13c19,r14c0,r14c1,r14c2,r14c3,r14c4,r14c5,r14c6,r14c7,r14c8,r14c9,r14c10,r14c11,r14c12,r14c13,r14c14,r14c15,r14c16,r14c17,r14c18,r14c19,r15c0,r15c1,r15c2,r15c3,r15c4,r15c5,r15c6,r15c7,r15c8,r15c9,r15c10,r15c11,r15c12,r15c13,r15c14,r15c15,r15c16,r15c17,r15c18,r15c19,r16c0,r16c1,r16c2,r16c3,r16c4,r16c5,r16c6,r16c7,r16c8,r16c9,r16c10,r16c11,r16c12,r16c13,r16c14,r16c15,r16c16,r16c17,r16c18,r16c19,r17c0,r17c1,r17c2,r17c3,r17c4,r17c5,r17c6,r17c7,r17c8,r17c9,r17c10,r17c11,r17c12,r17c13,r17c14,r17c15,r17c16,r17c17,r17c18,r17c19,r18c0,r18c1,r18c2,r18c3,r18c4,r18c5,r18c6,r18c7,r18c8,r18c9,r18c10,r18c11,r18c12,r18c13,r18c14,r18c15,r18c16,r18c17,r18c18,r18c19,r19c0,r19c1,r19c2,r19c3,r19c4,r19c5,r19c6,r19c7,r19c8,r19c9,r19c10,r19c11,r19c12,r19c13,r19c14,r19c15,r19c16,r19c17,r19c18,r19c19
ARIAL,ARIAL ROUNDED MT BOLD,112,0.400000,0,0.000000,48,24,49,35,20,20,92,241,255,255,107,7,1,27,151,181,255,255,255,226,151,92,1,1,1,1,255,255,255,255,255,37,82,231,255,255,255,255,255,255,255,255,154,67,1,1,255,255,255,255,255,187,253,255,240,219,219,219,255,255,255,255,255,223,61,1,255,255,255,255,255,255,244,113,39,1,1,1,113,244,255,255,255,255,231,36,255,255,255,255,255,248,78,1,1,1,1,1,1,48,218,255,255,255,255,110,255,255,255,255,255,183,1,1,1,1,1,1,1,1,141,255,255,255,255,211,255,255,255,255,255,114,1,1,1,1,1,1,1,1,37,255,255,255,255,255,255,255,255,255,255,37,1,1,1,1,1,1,1,1,37,255,255,255,255,255,255,255,255,255,255,159,1,1,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,198,15,1,1,1,1,1,1,1,183,255,255,255,255,166,255,255,255,255,255,255,130,1,1,1,1,1,1,115,241,255,255,255,241,67,255,255,255,255,255,255,255,191,102,42,42,42,191,255,255,255,255,255,195,1,255,255,255,255,255,145,255,255,255,255,255,255,255,255,255,255,255,150,18,1,255,255,255,255,255,41,90,180,255,255,255,255,255,255,255,238,76,3,1,1,255,255,255,255,255,37,1,1,73,163,177,177,177,148,73,32,1,1,1,1,255,255,255,255,255,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,231,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92,241,255,255,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ARIAL,ARIAL ROUNDED MT BOLD,111,0.400000,0,0.000000,48,22,36,36,20,20,1,1,1,1,1,51,114,224,255,255,255,255,224,114,51,1,1,1,1,1,1,1,1,10,164,240,255,255,255,255,255,255,255,255,240,164,10,1,1,1,1,1,76,205,255,255,255,255,255,255,255,255,255,255,255,255,205,76,1,1,1,10,205,255,255,255,255,255,237,227,227,237,255,255,255,255,255,205,10,1,1,164,255,255,255,255,255,145,38,1,1,38,145,255,255,255,255,255,164,1,51,240,255,255,255,255,108,1,1,1,1,1,1,108,255,255,255,255,240,51,114,255,255,255,255,155,4,1,1,1,1,1,1,4,155,255,255,255,255,114,224,255,255,255,255,111,1,1,1,1,1,1,1,1,111,255,255,255,255,224,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,224,255,255,255,255,111,1,1,1,1,1,1,1,1,111,255,255,255,255,224,114,255,255,255,255,155,4,1,1,1,1,1,1,4,155,255,255,255,255,114,51,240,255,255,255,255,108,1,1,1,1,1,1,108,255,255,255,255,240,51,1,164,255,255,255,255,255,145,38,1,1,38,145,255,255,255,255,255,164,1,1,10,205,255,255,255,255,255,237,227,227,237,255,255,255,255,255,205,10,1,1,1,76,205,255,255,255,255,255,255,255,255,255,255,255,255,205,76,1,1,1,1,1,10,164,240,255,255,255,255,255,255,255,255,240,164,10,1,1,1,1,1,1,1,1,51,114,224,255,255,255,255,224,114,51,1,1,1,1,1
ARIAL,ARIAL ROUNDED MT BOLD,110,0.400000,0,0.000000,48,24,36,32,20,20,43,220,255,220,43,1,1,1,29,114,255,255,255,255,255,114,29,1,1,1,238,255,255,255,238,1,11,156,234,255,255,255,255,255,255,255,234,156,11,1,255,255,255,255,255,22,171,255,255,255,255,255,255,255,255,255,255,255,156,1,255,255,255,255,255,202,255,255,248,227,227,227,241,255,255,255,255,255,234,64,255,255,255,255,255,255,255,185,86,1,1,1,57,238,255,255,255,255,255,185,255,255,255,255,255,255,224,1,1,1,1,1,1,64,255,255,255,255,255,255,255,255,255,255,255,255,82,1,1,1,1,1,1,8,171,255,255,255,255,255,255,255,255,255,255,181,15,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,149,255,255,255,255,54,1,1,1,1,1,1,1,1,54,255,255,255,255,149,43,220,255,255,167,1,1,1,1,1,1,1,1,1,1,167,255,255,220,43
ARIAL,ARIAL ROUNDED MT BOLD,109,0.400000,0,0.000000,48,24,36,51,20,20,100,255,135,1,1,119,255,255,255,94,1,1,1,76,239,255,255,150,5,1,244,255,248,38,183,253,255,255,255,250,167,1,136,246,255,255,255,255,133,1,255,255,255,156,255,255,255,255,255,255,252,91,247,255,255,255,255,255,246,66,255,255,255,255,255,230,227,243,255,255,255,255,255,248,227,247,255,255,255,156,255,255,255,255,158,12,1,85,255,255,255,255,247,83,1,81,244,255,255,211,255,255,255,247,45,1,1,23,229,255,255,255,96,1,1,1,191,255,255,255,255,255,255,236,1,1,1,1,196,255,255,236,27,1,1,1,136,255,255,255,255,255,255,158,1,1,1,1,196,255,255,196,1,1,1,1,136,255,255,255,255,255,255,136,1,1,1,1,196,255,255,196,1,1,1,1,136,255,255,255,255,255,255,136,1,1,1,1,196,255,255,196,1,1,1,1,136,255,255,255,255,255,255,136,1,1,1,1,196,255,255,196,1,1,1,1,136,255,255,255,255,255,255,136,1,1,1,1,196,255,255,196,1,1,1,1,136,255,255,255,255,255,255,136,1,1,1,1,196,255,255,196,1,1,1,1,136,255,255,255,255,255,255,136,1,1,1,1,196,255,255,196,1,1,1,1,136,255,255,255,255,255,255,136,1,1,1,1,196,255,255,196,1,1,1,1,136,255,255,255,255,255,255,136,1,1,1,1,196,255,255,196,1,1,1,1,136,255,255,255,255,255,255,136,1,1,1,1,196,255,255,196,1,1,1,1,136,255,255,255,255,255,255,136,1,1,1,1,196,255,255,196,1,1,1,1,136,255,255,255,189,255,255,69,1,1,1,1,129,255,255,129,1,1,1,1,69,255,255,189,100,255,219,16,1,1,1,1,43,253,253,43,1,1,1,1,16,219,255,100
ARIAL,ARIAL ROUNDED MT BOLD,108,0.400000,0,0.000000,34,25,50,9,20,20,1,1,120,154,210,255,255,255,255,255,255,255,255,255,255,210,154,120,1,1,205,205,244,255,255,255,255,255,255,255,255,255,255,255,255,255,255,244,205,205,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,205,205,244,255,255,255,255,255,255,255,255,255,255,255,255,255,255,244,205,205,1,1,120,154,210,255,255,255,255,255,255,255,255,255,255,210,154,120,1,1
ARIAL,ARIAL ROUNDED MT BOLD,107,0.400000,0,0.000000,34,25,50,31,20,20,55,226,255,255,206,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,223,255,255,255,255,173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,206,1,1,1,1,1,1,1,1,83,103,79,1,1,1,255,255,255,255,255,206,1,1,1,1,1,1,48,200,255,255,255,196,10,1,255,255,255,255,255,206,1,1,1,1,4,142,242,255,255,255,255,255,17,1,255,255,255,255,255,206,1,1,1,83,223,255,255,255,255,255,188,43,1,1,255,255,255,255,255,206,1,27,165,254,255,255,255,255,239,101,7,1,1,1,255,255,255,255,255,216,107,246,255,255,255,255,251,158,20,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,251,112,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,149,1,1,1,1,1,255,255,255,255,255,255,255,229,91,183,255,255,255,255,247,99,1,1,1,1,255,255,255,255,255,246,149,10,1,33,173,255,255,255,255,255,132,1,1,1,255,255,255,255,255,206,1,1,1,1,5,193,255,255,255,255,244,145,7,1,255,255,255,255,255,206,1,1,1,1,1,40,183,255,255,255,255,255,130,19,255,255,255,255,255,206,1,1,1,1,1,1,15,200,255,255,255,255,255,157,223,255,255,255,255,173,1,1,1,1,1,1,1,47,193,255,255,255,255,223,55,226,255,242,154,25,1,1,1,1,1,1,1,1,9,104,242,255,226,55
ARIAL,ARIAL ROUNDED MT BOLD,106,0.400000,0,0.000000,35,15,62,19,20,20,1,1,1,1,1,1,1,1,1,1,43,126,204,255,255,255,255,247,169,91,1,1,1,1,1,1,1,1,1,1,121,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,32,101,179,231,231,231,231,222,144,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,76,154,206,206,206,206,197,120,42,1,1,1,1,1,1,1,1,1,1,121,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,121,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,121,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,121,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,121,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,121,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,121,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,121,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,121,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,121,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,121,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,31,152,255,255,255,255,255,255,255,255,255,1,63,140,149,149,149,149,149,149,205,255,255,255,255,255,255,255,255,252,190,83,246,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,248,172,1,1,86,165,173,238,255,255,255,255,255,255,255,225,173,173,156,78,8,1,1
ARIAL,ARIAL ROUNDED MT BOLD,105,0.400000,0,0.000000,35,25,49,9,20,20,47,47,128,151,209,255,255,255,255,255,255,255,255,255,255,209,151,128,47,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,219,219,247,255,255,255,255,255,255,255,255,255,255,255,255,255,255,247,219,219,1,1,53,68,126,172,172,172,172,172,172,172,172,172,172,126,68,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,73,131,177,177,177,177,177,177,177,177,177,177,131,73,57,1,1,224,224,249,255,255,255,255,255,255,255,255,255,255,255,255,255,255,249,224,224,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,243,255,255,255,255,255,255,255,255,255,255,255,255,255,255,243,198,198,1,1,118,151,209,255,255,255,255,255,255,255,255,255,255,209,151,118,1,1
ARIAL,ARIAL ROUNDED MT BOLD,104,0.400000,0,0.000000,34,24,50,32,20,20,90,230,255,255,192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,160,1,1,1,1,103,103,103,103,103,1,1,1,1,1,255,255,255,255,255,160,7,103,179,255,255,255,255,255,255,255,179,103,7,1,255,255,255,255,255,198,185,255,255,255,255,255,255,255,255,255,255,255,160,1,255,255,255,255,255,255,255,230,179,103,103,103,154,249,255,255,255,255,255,128,255,255,255,255,255,255,166,26,1,1,1,1,1,96,255,255,255,255,255,255,255,255,255,255,255,236,52,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,160,1,1,1,1,1,1,1,1,160,255,255,255,255,255,255,255,255,255,255,128,1,1,1,1,1,1,1,1,160,255,255,255,255,224,90,230,255,255,192,1,1,1,1,1,1,1,1,1,32,192,255,255,230,58
ARIAL,ARIAL ROUNDED MT BOLD,103,0.400000,0,0.000000,48,23,49,35,20,20,1,1,1,27,92,151,226,255,255,255,241,151,47,7,1,87,255,255,241,65,1,1,82,231,255,255,255,255,255,255,255,255,255,177,56,231,255,255,255,223,1,91,253,255,255,255,255,255,219,219,219,240,255,255,250,255,255,255,255,255,36,231,255,255,255,255,196,113,1,1,1,39,113,244,255,255,255,255,255,255,125,255,255,255,255,218,36,1,1,1,1,1,1,48,218,255,255,255,255,255,255,255,255,255,255,82,1,1,1,1,1,1,1,1,141,255,255,255,255,255,255,255,255,255,255,37,1,1,1,1,1,1,1,1,37,255,255,255,255,255,255,255,255,255,255,37,1,1,1,1,1,1,1,1,37,255,255,255,255,255,253,255,255,255,255,40,1,1,1,1,1,1,1,1,40,255,255,255,255,255,110,255,255,255,255,198,15,1,1,1,1,1,1,15,198,255,255,255,255,255,67,241,255,255,255,255,144,43,1,1,1,1,43,203,255,255,255,255,255,255,1,124,244,255,255,255,255,253,146,146,146,206,253,255,232,255,255,255,255,255,1,1,132,255,255,255,255,255,255,255,255,255,255,230,85,255,255,255,255,255,1,1,3,16,165,224,247,255,255,255,251,224,76,12,37,255,255,255,255,255,1,1,1,1,1,1,53,73,73,73,63,1,1,1,37,255,255,255,255,255,9,140,229,229,125,18,1,1,1,1,1,1,1,1,168,255,255,255,255,184,110,255,255,255,255,154,20,1,1,1,1,1,1,88,232,255,255,255,246,81,16,218,255,255,255,255,229,160,115,115,115,115,219,250,255,255,255,253,151,1,1,27,169,231,255,255,255,255,255,255,255,255,255,255,255,255,231,82,1,1,1,1,1,27,92,151,166,255,255,255,255,255,255,166,151,92,27,1,1,1
ARIAL,ARIAL ROUNDED MT BOLD,102,0.400000,0,0.000000,34,19,50,27,20,20,1,1,1,1,1,1,1,31,138,154,218,255,255,255,255,255,255,157,104,14,1,1,1,1,1,8,137,235,255,255,255,255,255,255,255,255,255,255,255,142,1,1,1,1,1,133,255,255,255,255,255,255,235,205,205,205,205,205,205,53,1,1,1,1,1,208,255,255,255,255,255,240,91,1,1,1,1,1,1,1,1,1,1,1,1,208,255,255,255,255,255,218,1,1,1,1,1,1,1,1,1,53,103,103,103,227,255,255,255,255,255,233,103,103,103,57,1,1,1,1,180,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,10,1,1,104,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,10,1,1,1,53,103,103,103,227,255,255,255,255,255,233,103,103,103,103,31,1,1,1,1,1,1,1,1,208,255,255,255,255,255,218,1,1,1,1,1,1,1,1,1,1,1,1,1,208,255,255,255,255,255,218,1,1,1,1,1,1,1,1,1,1,1,1,1,208,255,255,255,255,255,218,1,1,1,1,1,1,1,1,1,1,1,1,1,208,255,255,255,255,255,218,1,1,1,1,1,1,1,1,1,1,1,1,1,208,255,255,255,255,255,218,1,1,1,1,1,1,1,1,1,1,1,1,1,208,255,255,255,255,255,218,1,1,1,1,1,1,1,1,1,1,1,1,1,208,255,255,255,255,255,218,1,1,1,1,1,1,1,1,1,1,1,1,1,208,255,255,255,255,255,218,1,1,1,1,1,1,1,1,1,1,1,1,1,208,255,255,255,255,255,218,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,255,255,255,180,1,1,1,1,1,1,1,1,1,1,1,1,1,12,188,255,255,255,191,18,1,1,1,1,1,1,1,1
ARIAL,ARIAL ROUNDED MT BOLD,101,0.400000,0,0.000000,48,23,36,34,20,20,1,1,1,1,1,14,114,164,255,255,255,255,247,114,81,1,1,1,1,1,1,1,1,41,127,231,255,255,255,255,255,255,255,255,247,211,41,1,1,1,1,1,46,226,255,255,255,255,255,255,255,255,255,255,255,255,226,46,1,1,1,41,226,255,255,255,255,229,119,86,86,119,229,255,255,255,255,226,57,1,1,144,255,255,255,255,181,7,1,1,1,1,7,181,255,255,255,255,211,1,47,231,255,255,255,242,67,1,1,1,1,1,1,1,226,255,255,255,255,106,106,255,255,255,255,176,1,1,1,1,1,1,1,1,92,255,255,255,255,156,222,255,255,255,255,76,1,1,1,1,1,1,1,1,76,255,255,255,255,255,255,255,255,255,255,196,171,171,171,171,171,171,171,171,196,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,172,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,169,59,255,255,255,255,255,96,29,29,29,29,29,29,29,29,29,29,29,29,7,1,222,255,255,255,255,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,106,255,255,255,255,176,1,1,1,1,1,1,1,1,1,4,104,171,171,71,47,231,255,255,255,242,67,1,1,1,1,1,1,1,1,114,255,255,255,106,1,144,255,255,255,255,255,82,1,1,1,1,1,54,156,255,255,255,255,106,1,41,226,255,255,255,255,246,202,86,86,86,177,241,255,255,255,255,216,12,1,1,46,226,255,255,255,255,255,255,255,255,255,255,255,255,255,236,81,1,1,1,1,41,127,231,255,255,255,255,255,255,255,255,255,236,152,56,1,1,1,1,1,1,1,14,114,164,255,255,255,255,255,189,114,34,1,1,1,1
ARIAL,ARIAL ROUNDED MT BOLD,100,0.400000,0,0.000000,34,23,50,35,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,88,255,255,241,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,234,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,255,255,255,255,255,1,1,1,1,1,1,73,103,103,103,88,1,1,1,37,255,255,255,255,255,1,1,8,110,197,255,255,255,255,255,255,255,154,52,37,255,255,255,255,255,1,30,183,255,255,255,255,255,255,255,255,255,255,241,154,255,255,255,255,255,1,161,255,255,255,255,255,226,103,103,103,161,226,255,255,255,255,255,255,255,88,248,255,255,255,255,168,22,1,1,1,1,22,226,255,255,255,255,255,255,197,255,255,255,255,183,1,1,1,1,1,1,1,30,212,255,255,255,255,255,255,255,255,255,255,66,1,1,1,1,1,1,1,1,183,255,255,255,255,255,255,255,255,255,255,37,1,1,1,1,1,1,1,1,95,255,255,255,255,255,255,255,255,255,255,37,1,1,1,1,1,1,1,1,154,255,255,255,255,255,226,255,255,255,255,124,1,1,1,1,1,1,1,1,183,255,255,255,255,255,110,255,255,255,255,212,30,1,1,1,1,1,1,59,241,255,255,255,255,255,1,219,255,255,255,255,241,95,30,1,1,30,95,241,255,255,255,255,255,255,1,73,226,255,255,255,255,255,234,205,205,234,255,255,255,255,255,255,255,255,1,1,15,161,255,255,255,255,255,255,255,255,234,175,59,234,255,255,255,255,1,1,1,1,95,154,226,255,255,255,183,154,30,1,1,88,255,255,241,95
ARIAL,ARIAL ROUNDED MT BOLD,99,0.400000,0,0.000000,48,23,35,34,20,20,1,1,1,1,1,13,110,161,255,255,255,255,255,187,110,33,1,1,1,1,1,1,1,35,116,223,255,255,255,255,255,255,255,255,255,230,142,5,1,1,1,1,33,217,255,255,255,255,255,255,255,255,255,255,255,255,255,136,9,1,1,35,217,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,146,1,1,125,255,255,255,255,255,217,121,1,1,1,95,198,255,255,255,255,255,106,31,223,255,255,255,255,217,33,1,1,1,1,1,18,187,255,255,255,255,106,106,255,255,255,255,234,35,1,1,1,1,1,1,1,22,181,255,255,249,91,191,255,255,255,255,226,1,1,1,1,1,1,1,1,1,13,187,255,125,1,255,255,255,255,255,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,76,1,1,1,1,1,1,1,1,1,1,1,138,35,1,255,255,255,255,255,226,1,1,1,1,1,1,1,1,1,95,255,255,255,106,127,255,255,255,255,234,35,1,1,1,1,1,1,1,22,202,255,255,255,234,91,249,255,255,255,255,217,33,1,1,1,1,1,18,187,255,255,255,255,234,1,211,255,255,255,255,255,217,121,1,1,1,95,198,255,255,255,255,255,106,1,35,217,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,146,1,1,1,33,217,255,255,255,255,255,255,255,255,255,255,255,255,255,187,43,1,1,1,1,35,202,245,255,255,255,255,255,255,255,255,255,230,142,5,1,1,1,1,1,1,1,78,110,161,255,255,255,255,255,187,110,33,1,1,1,1
